Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
ZSCAN31	0	0	0	0	18	4	0	0	0	22	19	19
AADAC	2	0	0	0	19	0	0	0	0	21	19	19
ACADSB	0	0	0	0	19	2	0	0	0	21	19	19
ACTR1A	0	0	0	0	18	2	0	1	0	21	19	19
ADGRG1	0	0	0	0	20	0	0	1	0	21	19	19
AGPAT4	2	1	0	0	16	2	0	0	0	21	19	19
AKT1	0	0	0	0	21	0	0	0	0	21	19	19
AKT2	1	0	0	0	20	0	0	0	0	21	19	19
ALG10	3	0	0	0	16	2	0	0	0	21	19	19
ANKRD13A	1	0	0	0	19	1	0	0	0	21	19	19
ANXA10	0	0	0	0	13	8	0	0	0	21	19	19
APOBEC3B	1	0	0	0	17	2	0	0	1	21	19	19
BOP1	0	1	0	0	19	1	0	0	0	21	19	19
C10orf120	2	0	0	0	18	1	0	0	0	21	19	19
C2CD2	0	0	0	0	21	0	0	0	0	21	19	19
CA5B	0	0	0	0	20	0	0	0	1	21	19	19
CALCOCO2	0	0	0	0	17	3	0	1	0	21	19	19
CCDC114	1	0	0	0	19	0	0	1	0	21	19	19
CD3G	8	0	0	0	11	2	0	0	0	21	19	19
CHIA	0	0	0	0	19	1	0	1	0	21	19	19
CLDN18	0	0	0	0	21	0	0	0	0	21	19	19
CNOT11	1	0	0	0	18	1	0	1	0	21	19	19
CPM	0	0	0	0	20	1	0	0	0	21	19	19
CRLF3	1	0	0	0	17	3	0	0	0	21	19	19
DAPP1	0	1	0	0	20	0	0	0	0	21	19	19
DDI1	0	1	0	0	19	1	0	0	0	21	19	19
EFNB1	0	0	0	0	21	0	0	0	0	21	19	19
ERI2	1	1	0	0	17	1	0	1	0	21	19	19
FAM50A	0	0	0	0	19	0	0	2	0	21	19	19
FAM98B	0	2	0	0	17	2	0	0	0	21	19	19
FBXO32	0	0	0	0	19	1	0	1	0	21	19	19
FLYWCH1	2	0	0	0	18	0	0	1	0	21	19	19
FMO5	0	1	0	0	19	1	0	0	0	21	19	19
GAD1	0	0	0	0	19	1	0	1	0	21	19	19
GJC1	0	0	0	0	19	2	0	0	0	21	19	19
HDAC10	0	1	0	0	20	0	0	0	0	21	19	19
HSD17B3	0	1	0	0	17	2	0	1	0	21	19	19
IKZF3	3	0	0	0	15	2	0	1	0	21	19	19
IL1R2	1	0	0	0	20	0	0	0	0	21	19	19
KCTD14	0	0	0	0	21	0	0	0	0	21	19	19
KDM4E	0	0	0	0	20	1	0	0	0	21	19	19
LDHC	1	0	0	0	17	2	0	1	0	21	19	19
LETM2	0	0	0	0	19	2	0	0	0	21	19	19
LGALS8	0	1	0	0	19	1	0	0	0	21	19	19
LPCAT3	0	2	0	0	18	0	0	1	0	21	19	19
LTA4H	0	0	0	0	15	6	0	0	0	21	19	19
LTBP3	0	0	0	0	21	0	0	0	0	21	19	19
MAB21L2	0	0	0	0	21	0	0	0	0	21	19	19
METTL24	0	0	0	0	20	1	0	0	0	21	19	19
MOGAT2	1	0	0	0	16	3	0	1	0	21	19	19
MYOT	0	0	0	0	17	3	0	0	1	21	19	19
OR1A1	0	0	0	0	18	3	0	0	0	21	19	19
OR2T4	0	0	0	0	21	0	0	0	0	21	19	19
OR51F2	0	0	0	0	20	1	0	0	0	21	19	19
OR5D14	1	0	0	0	19	1	0	0	0	21	19	19
OR5M11	0	0	0	0	21	0	0	0	0	21	19	19
ORC4	0	1	0	0	16	4	0	0	0	21	19	19
P2RX6	1	0	0	0	17	2	0	1	0	21	19	19
PARL	1	0	0	0	17	3	0	0	0	21	19	19
PELI2	0	0	0	0	20	1	0	0	0	21	19	19
PHF21B	2	0	0	0	19	0	0	0	0	21	19	19
PLAU	0	1	0	0	16	3	0	1	0	21	19	19
PLCD3	0	0	0	0	19	1	0	1	0	21	19	19
PNPLA3	0	0	0	0	19	1	0	1	0	21	19	19
POC1B-GALNT4	0	0	0	0	21	0	0	0	0	21	19	19
PPP2R2D	1	0	0	0	20	0	0	0	0	21	19	19
PPP2R3C	4	0	0	0	14	0	0	3	0	21	19	19
PRDM6	0	1	0	0	18	2	0	0	0	21	19	19
PROC	0	0	0	0	21	0	0	0	0	21	19	19
PRSS53	3	0	0	0	18	0	0	0	0	21	19	19
PSAP	0	0	0	0	19	1	0	1	0	21	19	19
RABGGTB	0	0	1	0	17	2	0	1	0	21	19	19
RAD1	1	0	0	0	15	3	0	0	2	21	19	19
RANBP3	0	1	0	0	20	0	0	0	0	21	19	19
RBFOX2	0	0	0	0	20	0	0	1	0	21	19	19
RFPL1	0	0	0	0	18	2	1	0	0	21	19	19
RIC3	0	1	0	0	14	6	0	0	0	21	19	19
RIMKLB	1	0	0	0	20	0	0	0	0	21	19	19
RNF146	3	0	0	0	14	4	0	0	0	21	19	19
RPL3L	1	0	0	0	20	0	0	0	0	21	19	19
SARS2	1	0	0	0	17	2	0	1	0	21	19	19
SART1	0	0	0	0	21	0	0	0	0	21	19	19
SEPN1	2	0	0	0	17	1	0	1	0	21	19	19
ST3GAL3	1	2	0	0	17	1	0	0	0	21	19	19
STAM	0	0	0	0	19	2	0	0	0	21	19	19
STX3	0	0	0	0	19	0	0	2	0	21	19	19
TBC1D22A	0	0	0	0	20	1	0	0	0	21	19	19
TBC1D24	1	0	0	0	18	1	0	1	0	21	19	19
TMEM201	0	0	0	0	19	2	0	0	0	21	19	19
TRAF6	1	0	0	0	17	3	0	0	0	21	19	19
TRDMT1	0	0	0	0	21	0	0	0	0	21	19	19
TSGA10IP	0	0	0	0	17	4	0	0	0	21	19	19
TUBE1	2	0	0	0	16	3	0	0	0	21	19	19
USP1	0	1	0	0	18	1	0	1	0	21	19	19
UST	0	2	0	0	18	1	0	0	0	21	19	19
VEGFC	0	1	0	0	18	2	0	0	0	21	19	19
WARS	0	0	0	0	21	0	0	0	0	21	19	19
WDR43	1	0	0	0	17	3	0	0	0	21	19	19
WDR48	1	1	0	0	17	2	0	0	0	21	19	19
ZCCHC16	1	0	0	0	18	2	0	0	0	21	19	19
ZNF30	2	1	0	0	15	3	0	0	0	21	19	19
ZSCAN26	0	2	0	0	15	4	0	0	0	21	19	19
ACRBP	0	0	0	0	16	3	0	0	1	20	19	19
AIMP2	0	0	0	0	20	0	0	0	0	20	19	19
APBB2	0	0	0	0	14	6	0	0	0	20	19	19
ARID5A	0	2	0	0	18	0	0	0	0	20	19	19
ATP6V1C1	0	0	0	0	17	0	0	3	0	20	19	19
B3GNT4	1	1	0	0	18	0	0	0	0	20	19	19
C16orf71	0	0	0	0	18	2	0	0	0	20	19	19
C2orf42	6	1	0	0	13	0	0	0	0	20	19	19
C4BPB	1	1	0	0	15	2	0	1	0	20	19	19
C7orf43	0	0	0	0	17	2	0	1	0	20	19	19
CA1	0	0	0	0	16	4	0	0	0	20	19	19
CASKIN1	0	0	0	0	19	1	0	0	0	20	19	19
CCDC59	1	1	0	0	14	3	1	0	0	20	19	19
CCDC89	0	0	0	0	17	3	0	0	0	20	19	19
CDK7	1	0	0	0	18	0	0	1	0	20	19	19
CRTC1	4	0	0	0	14	1	0	1	0	20	19	19
CTTN	0	0	0	0	18	2	0	0	0	20	19	19
DBX1	0	1	0	0	16	1	0	2	0	20	19	19
DDX56	0	1	0	0	16	1	0	2	0	20	19	19
DMAP1	0	1	0	0	16	1	0	2	0	20	19	19
DPYSL4	0	0	0	0	19	1	0	0	0	20	19	19
DYNC1LI2	2	2	0	0	15	1	0	0	0	20	19	19
ETS2	1	0	0	0	14	5	0	0	0	20	19	19
EXD2	0	0	0	0	18	2	0	0	0	20	19	19
FLRT1	0	0	0	0	19	1	0	0	0	20	19	19
GCNT4	0	1	0	0	19	0	0	0	0	20	19	19
GPR17	0	1	0	0	18	1	0	0	0	20	19	19
HAVCR2	0	1	0	0	18	0	0	1	0	20	19	19
HCAR2	0	0	0	0	19	1	0	0	0	20	19	19
HCN2	0	0	0	0	20	0	0	0	0	20	19	19
HNRNPL	1	0	0	0	16	2	0	1	0	20	19	19
HS2ST1	0	2	0	0	16	1	0	1	0	20	19	19
ICAM3	5	0	0	0	13	2	0	0	0	20	19	19
IMPDH1	0	0	0	0	19	1	0	0	0	20	19	19
KCNAB3	0	1	0	0	17	2	0	0	0	20	19	19
KPNA3	1	0	0	0	17	0	0	2	0	20	19	19
LRRC31	1	1	0	0	17	1	0	0	0	20	19	19
LRWD1	0	0	0	0	20	0	0	0	0	20	19	19
LTBR	2	1	1	0	13	1	0	2	0	20	19	19
MAX	0	0	0	0	18	1	0	1	0	20	19	19
MCHR2	7	0	0	0	11	2	0	0	0	20	19	19
MFSD1	1	0	0	0	14	4	0	1	0	20	19	19
MRPS30	0	0	0	0	14	6	0	0	0	20	19	19
OR51Q1	0	0	0	0	18	2	0	0	0	20	19	19
OR52N4	0	0	0	0	17	3	0	0	0	20	19	19
PCSK9	0	0	1	0	18	1	0	0	0	20	19	19
PDGFRL	0	0	0	0	17	3	0	0	0	20	19	19
PPM1J	0	1	0	0	19	0	0	0	0	20	19	19
PRPF18	0	0	0	0	16	2	0	2	0	20	19	19
RAB39B	0	1	0	0	17	2	0	0	0	20	19	19
RASD2	1	0	0	0	19	0	0	0	0	20	19	19
RIC8B	0	0	0	0	19	0	0	1	0	20	19	19
RNF168	1	0	0	0	16	2	0	1	0	20	19	19
RNF8	2	0	1	0	17	0	0	0	0	20	19	19
RPTN	1	2	0	0	13	4	0	0	0	20	19	19
SCYL3	0	0	0	0	19	1	0	0	0	20	19	19
SERPINE3	1	1	0	0	17	0	0	1	0	20	19	19
SHQ1	0	0	0	0	18	1	0	1	0	20	19	19
SLC18A1	0	0	0	0	17	1	0	2	0	20	19	19
SPDYA	1	0	0	0	17	2	0	0	0	20	19	19
SPOCK2	0	0	0	0	19	1	0	0	0	20	19	19
STRN4	1	0	0	0	18	0	0	1	0	20	19	19
TAS2R38	0	0	0	0	20	0	0	0	0	20	19	19
TASP1	0	0	0	0	19	1	0	0	0	20	19	19
TBC1D22B	2	1	0	0	17	0	0	0	0	20	19	19
TESK1	0	0	0	0	14	5	0	1	0	20	19	19
TMEM171	0	1	0	0	18	1	0	0	0	20	19	19
TRABD2A	0	0	0	0	19	0	0	1	0	20	19	19
TUBA1A	0	0	0	0	20	0	0	0	0	20	19	19
UGT1A8	2	2	0	0	15	1	0	0	0	20	19	19
VWA9	1	1	0	0	16	2	0	0	0	20	19	19
XRCC6	1	0	0	0	18	0	0	1	0	20	19	19
ZNF260	1	1	0	0	15	3	0	0	0	20	19	19
ZNF621	0	0	0	0	17	3	0	0	0	20	19	19
ZNF654	0	0	0	0	18	2	0	0	0	20	19	19
ZPLD1	0	0	0	0	19	0	0	1	0	20	19	19
ANKRD34A	1	0	0	0	18	0	0	0	0	19	19	19
ASPN	1	0	0	0	13	2	0	2	1	19	19	19
BLNK	0	0	0	0	15	3	0	1	0	19	19	19
C9orf135	0	0	0	0	16	1	0	2	0	19	19	19
CRISPLD2	0	0	0	0	18	0	0	1	0	19	19	19
EFEMP2	0	0	0	0	18	1	0	0	0	19	19	19
FRG2	0	1	0	0	15	3	0	0	0	19	19	19
GNAT3	0	0	0	0	18	1	0	0	0	19	19	19
GPATCH11	0	0	1	0	11	7	0	0	0	19	19	19
GPR141	1	0	0	0	18	0	0	0	0	19	19	19
HARS2	0	0	0	0	19	0	0	0	0	19	19	19
HFE	0	0	0	0	16	2	0	1	0	19	19	19
MTL5	1	1	0	0	16	1	0	0	0	19	19	19
NELFA	2	0	0	0	15	2	0	0	0	19	19	19
NEU2	0	0	0	0	17	2	0	0	0	19	19	19
OR8I2	1	1	0	0	17	0	0	0	0	19	19	19
OSGEPL1	4	1	0	0	11	3	0	0	0	19	19	19
PMEPA1	5	0	0	0	14	0	0	0	0	19	19	19
SF3A3	0	0	0	0	18	1	0	0	0	19	19	19
SIRT5	0	0	0	0	17	2	0	0	0	19	19	19
SREK1IP1	7	0	0	0	8	2	0	2	0	19	19	19
TMPRSS12	4	0	0	0	15	0	0	0	0	19	19	19
TTC31	0	1	0	0	11	6	0	1	0	19	19	19
VMP1	0	1	0	0	17	1	0	0	0	19	19	19
VPS51	3	0	0	0	16	0	0	0	0	19	19	19
WTAP	0	0	0	0	15	3	0	1	0	19	19	19
RALBP1	0	0	0	0	25	2	0	2	0	29	18	18
ZNF460	1	1	0	0	23	4	0	0	0	29	18	18
ACVR1C	0	0	0	0	22	5	1	0	0	28	18	18
ALKBH8	1	0	0	0	24	1	0	2	0	28	18	18
EZR	1	0	0	0	26	1	0	0	0	28	18	18
PCIF1	0	0	0	0	27	0	0	1	0	28	18	18
CDH3	0	1	0	0	24	1	0	1	0	27	18	18
CHGB	0	0	0	0	23	3	0	1	0	27	18	18
FTO	1	0	0	0	22	3	0	1	0	27	18	18
MOCS1	0	0	0	0	26	1	0	0	0	27	18	18
PPP1CB	1	0	0	0	24	1	0	1	0	27	18	18
SEMA3F	0	0	1	0	26	0	0	0	0	27	18	18
ACTC1	0	0	1	0	24	1	0	0	0	26	18	18
BCAS1	1	0	0	0	22	3	0	0	0	26	18	18
DDX31	2	0	0	0	21	3	0	0	0	26	18	18
HPX	0	0	0	0	22	3	0	1	0	26	18	18
HSP90AA1	0	0	0	1	22	1	0	2	0	26	18	18
KLHL22	1	0	0	0	24	1	0	0	0	26	18	18
LILRB4	0	0	0	0	25	0	0	1	0	26	18	18
MCAM	1	1	0	0	21	3	0	0	0	26	18	18
PDHA2	0	0	0	0	24	2	0	0	0	26	18	18
PYROXD2	1	0	0	0	19	6	0	0	0	26	18	18
TBL3	0	0	0	0	24	2	0	0	0	26	18	18
UBQLN3	1	0	0	0	23	1	1	0	0	26	18	18
ZIK1	0	0	0	0	23	3	0	0	0	26	18	18
ZKSCAN3	0	0	1	0	24	1	0	0	0	26	18	18
ZSCAN25	1	0	0	0	24	1	0	0	0	26	18	18
CEP295NL	1	1	0	0	22	1	0	0	0	25	18	18
CPA1	0	0	0	0	22	1	0	2	0	25	18	18
DNAJB5	0	0	0	0	23	2	0	0	0	25	18	18
DPEP2	0	1	0	0	23	1	0	0	0	25	18	18
FAM188B	1	0	0	0	21	3	0	0	0	25	18	18
KIAA0930	0	0	0	0	24	0	0	1	0	25	18	18
LRRC47	1	0	0	0	23	1	0	0	0	25	18	18
OR8K1	0	0	0	0	24	1	0	0	0	25	18	18
PIP5K1B	0	0	0	0	18	5	0	2	0	25	18	18
RGPD1	0	0	0	0	21	4	0	0	0	25	18	18
SERPINB13	0	0	0	0	21	2	0	2	0	25	18	18
SLC38A9	1	0	0	0	23	1	0	0	0	25	18	18
SPATA13	0	0	0	0	23	0	0	2	0	25	18	18
TAF6L	0	0	0	0	25	0	0	0	0	25	18	18
TBC1D10B	0	0	1	0	22	2	0	0	0	25	18	18
TRIM4	1	0	0	0	22	1	0	1	0	25	18	18
TRIM55	3	0	0	0	19	2	0	1	0	25	18	18
TXLNG	0	0	0	0	22	3	0	0	0	25	18	18
ZFP1	0	0	0	0	24	1	0	0	0	25	18	18
ZMYND11	0	0	0	0	22	2	0	0	1	25	18	18
AKR1D1	0	1	0	0	19	2	0	2	0	24	18	18
C17orf70	0	0	0	0	22	2	0	0	0	24	18	18
C6orf10	0	0	0	0	19	3	0	2	0	24	18	18
CYP27A1	0	0	0	0	23	1	0	0	0	24	18	18
DDX1	0	2	0	0	21	1	0	0	0	24	18	18
DENND2D	0	1	0	0	22	0	0	1	0	24	18	18
E2F3	0	2	1	0	16	5	0	0	0	24	18	18
ENAH	0	0	0	0	18	5	0	1	0	24	18	18
EPS8L3	1	0	0	0	22	1	0	0	0	24	18	18
FAAH	3	1	0	0	19	1	0	0	0	24	18	18
GDA	2	1	0	0	19	1	0	1	0	24	18	18
ITGB1	0	1	0	0	22	1	0	0	0	24	18	18
KLHL14	0	0	0	0	22	1	0	1	0	24	18	18
METTL25	1	0	0	0	17	6	0	0	0	24	18	18
MMP19	0	0	0	0	24	0	0	0	0	24	18	18
NDUFA9	0	0	0	0	22	1	0	1	0	24	18	18
OR10G4	0	0	0	0	24	0	0	0	0	24	18	18
OR12D2	0	0	0	0	23	0	0	0	1	24	18	18
OR1A2	2	3	0	0	18	0	0	0	1	24	18	18
OS9	0	0	0	0	17	6	0	1	0	24	18	18
PCMTD1	0	0	0	0	20	2	0	2	0	24	18	18
PCYT1B	0	1	0	0	23	0	0	0	0	24	18	18
PEX2	0	1	0	0	19	4	0	0	0	24	18	18
PSEN2	0	0	0	0	23	1	0	0	0	24	18	18
PSG7	0	0	0	0	21	3	0	0	0	24	18	18
PTBP3	0	0	0	0	19	5	0	0	0	24	18	18
RAB3IP	0	0	0	0	20	2	0	2	0	24	18	18
RRM1	0	0	0	0	24	0	0	0	0	24	18	18
RSRC2	1	0	0	0	18	2	0	3	0	24	18	18
RTP5	2	2	0	0	18	2	0	0	0	24	18	18
SHMT1	0	0	0	0	23	1	0	0	0	24	18	18
SLC22A15	0	0	0	0	22	1	0	1	0	24	18	18
SPNS3	4	0	0	0	19	1	0	0	0	24	18	18
SRSF12	0	0	0	0	15	9	0	0	0	24	18	18
STXBP3	0	0	0	0	17	5	0	2	0	24	18	18
TBPL2	0	0	0	0	21	1	0	2	0	24	18	18
TCAF2	0	0	0	0	23	1	0	0	0	24	18	18
TMEM130	1	0	0	0	23	0	0	0	0	24	18	18
UBP1	2	0	0	0	20	2	0	0	0	24	18	18
UBXN11	0	0	0	0	24	0	0	0	0	24	18	18
ZNF430	1	1	0	0	20	2	0	0	0	24	18	18
ZNF562	2	0	0	0	20	2	0	0	0	24	18	18
A4GNT	0	0	0	0	23	0	0	0	0	23	18	18
ANXA7	0	0	0	0	20	1	0	2	0	23	18	18
ARHGEF16	1	1	1	0	19	0	0	1	0	23	18	18
B4GALT6	1	0	0	0	19	3	0	0	0	23	18	18
CARNS1	0	0	0	0	23	0	0	0	0	23	18	18
CDH15	0	0	0	0	19	4	0	0	0	23	18	18
CDT1	0	0	0	0	23	0	0	0	0	23	18	18
CEP85	0	0	0	0	19	4	0	0	0	23	18	18
CPNE7	0	0	0	0	23	0	0	0	0	23	18	18
CYTH3	2	0	0	0	18	2	0	1	0	23	18	18
DEAF1	0	0	0	0	22	1	0	0	0	23	18	18
FAM175A	0	0	0	0	19	3	1	0	0	23	18	18
FBXO11	1	0	0	0	19	2	0	1	0	23	18	18
FRG2C	0	0	0	0	22	0	1	0	0	23	18	18
GK5	1	0	0	0	19	2	0	1	0	23	18	18
GLB1	1	2	0	0	20	0	0	0	0	23	18	18
GPRC5C	0	0	0	0	23	0	0	0	0	23	18	18
HMHA1	2	0	0	0	21	0	0	0	0	23	18	18
IQCD	1	0	0	0	20	2	0	0	0	23	18	18
KCNA10	0	0	0	0	22	1	0	0	0	23	18	18
LMAN2	1	0	0	0	21	0	0	1	0	23	18	18
MALRD1	1	0	0	0	18	4	0	0	0	23	18	18
MAP2K5	1	1	0	0	18	1	0	2	0	23	18	18
NCK2	0	0	0	0	22	1	0	0	0	23	18	18
NFIA	0	0	0	0	21	2	0	0	0	23	18	18
NOP2	1	0	0	0	17	3	0	2	0	23	18	18
NR1D2	0	0	0	0	23	0	0	0	0	23	18	18
OR11G2	0	0	0	0	22	1	0	0	0	23	18	18
OR2V2	1	0	0	0	21	1	0	0	0	23	18	18
OR52B6	0	0	0	0	21	2	0	0	0	23	18	18
OR5AK2	0	0	0	0	21	2	0	0	0	23	18	18
OR5C1	0	0	0	0	23	0	0	0	0	23	18	18
OR6N1	0	0	0	0	23	0	0	0	0	23	18	18
PIGV	0	1	0	0	22	0	0	0	0	23	18	18
PNLIPRP2	0	2	0	0	20	1	0	0	0	23	18	18
RAB6B	0	0	0	0	19	3	0	1	0	23	18	18
REC8	1	0	0	0	21	0	0	1	0	23	18	18
RNF113B	1	0	0	0	22	0	0	0	0	23	18	18
SCG3	1	1	0	0	17	3	0	1	0	23	18	18
SERPINA12	0	0	0	0	23	0	0	0	0	23	18	18
SH3BP5L	0	0	0	0	20	2	0	1	0	23	18	18
SLC27A5	1	0	0	0	20	2	0	0	0	23	18	18
SLC33A1	1	0	0	0	18	4	0	0	0	23	18	18
SLC35G5	2	0	0	0	19	2	0	0	0	23	18	18
SLC38A11	0	0	0	0	23	0	0	0	0	23	18	18
SRPK3	1	0	0	0	21	1	0	0	0	23	18	18
TBX2	4	0	0	0	18	0	0	1	0	23	18	18
TMX3	0	0	0	0	15	6	0	2	0	23	18	18
TSPYL6	1	0	0	0	20	2	0	0	0	23	18	18
WRAP73	0	0	0	0	21	1	0	1	0	23	18	18
YTHDF3	0	1	0	0	21	1	0	0	0	23	18	18
ZNF671	0	0	0	0	22	1	0	0	0	23	18	18
ZNF77	0	0	0	0	23	0	0	0	0	23	18	18
ZUFSP	0	1	0	0	19	2	0	1	0	23	18	18
AADACL4	0	0	0	0	19	2	0	1	0	22	18	18
ACSM6	1	0	0	0	20	1	0	0	0	22	18	18
ARID3B	0	0	0	0	22	0	0	0	0	22	18	18
ASL	0	1	0	0	20	0	0	1	0	22	18	18
ASNSD1	1	2	0	0	15	2	0	1	1	22	18	18
BACE1	0	0	0	0	20	1	0	1	0	22	18	18
C4orf27	0	0	0	0	20	2	0	0	0	22	18	18
CA9	1	0	0	0	19	2	0	0	0	22	18	18
CAMK2G	0	0	0	0	18	1	0	3	0	22	18	18
CCDC9	0	0	0	0	18	1	0	2	1	22	18	18
CEACAM8	0	0	0	0	21	0	0	1	0	22	18	18
CERS6	0	0	0	0	17	3	0	2	0	22	18	18
CLNK	1	1	0	0	18	0	0	2	0	22	18	18
CLP1	0	0	0	0	20	2	0	0	0	22	18	18
CRY1	0	0	0	0	19	3	0	0	0	22	18	18
CYP1B1	0	0	0	0	20	2	0	0	0	22	18	18
DFNB59	0	0	0	0	17	5	0	0	0	22	18	18
DNAJC16	0	0	0	0	21	0	0	1	0	22	18	18
DUSP22	0	1	0	0	15	4	0	2	0	22	18	18
ERP44	0	0	0	0	16	5	0	1	0	22	18	18
ETNPPL	0	1	0	0	20	1	0	0	0	22	18	18
EXTL2	0	0	0	0	18	4	0	0	0	22	18	18
FAM149A	2	0	0	0	19	0	0	1	0	22	18	18
FAM49A	0	0	0	0	16	4	0	2	0	22	18	18
FAM63B	2	1	0	0	14	4	0	1	0	22	18	18
FCGR2C	0	0	0	0	21	0	0	1	0	22	18	18
FOXD4L3	0	0	0	0	21	1	0	0	0	22	18	18
FUCA2	0	0	0	0	19	3	0	0	0	22	18	18
GCM2	0	0	0	0	20	2	0	0	0	22	18	18
GLYATL3	0	0	0	0	19	3	0	0	0	22	18	18
GPR173	0	0	0	0	21	1	0	0	0	22	18	18
HAPLN3	0	0	0	0	22	0	0	0	0	22	18	18
HKR1	0	0	0	0	22	0	0	0	0	22	18	18
HLA-G	0	0	0	0	19	2	0	1	0	22	18	18
HSF2	0	1	0	0	17	3	0	1	0	22	18	18
HSPA14	0	0	0	0	20	1	0	1	0	22	18	18
IFIT1	1	0	0	0	21	0	0	0	0	22	18	18
IFNAR1	1	0	0	0	19	1	0	1	0	22	18	18
KDM1A	0	0	0	0	20	2	0	0	0	22	18	18
KLF17	1	0	0	0	18	3	0	0	0	22	18	18
LBP	0	0	0	0	20	2	0	0	0	22	18	18
LMNB1	0	0	0	0	21	1	0	0	0	22	18	18
MATN3	1	0	0	0	18	1	0	2	0	22	18	18
MCM8	0	0	0	0	20	2	0	0	0	22	18	18
MLKL	0	0	0	0	20	1	0	1	0	22	18	18
NASP	2	0	0	0	17	3	0	0	0	22	18	18
NEK4	0	0	0	0	17	3	1	1	0	22	18	18
NMUR1	0	0	0	0	20	2	0	0	0	22	18	18
NOA1	0	0	0	0	22	0	0	0	0	22	18	18
OR14A16	0	0	0	0	22	0	0	0	0	22	18	18
OR2Y1	1	1	0	0	20	0	0	0	0	22	18	18
OR5H1	3	0	0	0	19	0	0	0	0	22	18	18
OR5K2	0	0	0	0	21	1	0	0	0	22	18	18
OR8G1	0	0	0	0	20	2	0	0	0	22	18	18
OSGEP	0	0	0	0	21	0	0	1	0	22	18	18
OTULIN	1	0	0	0	16	5	0	0	0	22	18	18
PANK3	0	0	0	0	18	3	0	1	0	22	18	18
PAX8	0	0	0	0	22	0	0	0	0	22	18	18
PLA2G4F	0	0	0	0	20	1	0	1	0	22	18	18
PLD4	0	0	0	0	20	2	0	0	0	22	18	18
PLSCR4	1	0	0	0	20	1	0	0	0	22	18	18
PLSCR5	0	1	0	0	16	4	0	1	0	22	18	18
POLL	0	0	0	0	20	1	0	1	0	22	18	18
POU4F3	0	0	0	0	21	1	0	0	0	22	18	18
PSG4	0	0	0	0	20	0	0	2	0	22	18	18
PSKH2	1	1	0	0	17	3	0	0	0	22	18	18
PXN	2	0	0	0	17	2	0	1	0	22	18	18
RBPJ	1	0	0	0	20	1	0	0	0	22	18	18
SLC16A4	7	1	0	0	13	0	0	0	1	22	18	18
SLC17A2	0	0	0	0	15	5	0	2	0	22	18	18
SNX27	0	0	0	0	19	3	0	0	0	22	18	18
ST6GALNAC6	4	0	0	0	16	2	0	0	0	22	18	18
STAR	0	0	0	0	20	1	0	1	0	22	18	18
TAF5	1	0	0	0	17	2	0	2	0	22	18	18
TDG	1	1	0	0	18	2	0	0	0	22	18	18
TDP1	1	0	0	0	18	3	0	0	0	22	18	18
TMCC1	0	0	0	0	16	6	0	0	0	22	18	18
TRA2A	0	0	0	0	17	5	0	0	0	22	18	18
TRAM1L1	3	1	0	0	18	0	0	0	0	22	18	18
TULP1	1	0	0	0	20	1	0	0	0	22	18	18
U2AF2	0	0	0	0	22	0	0	0	0	22	18	18
UBA5	0	0	0	0	21	0	0	1	0	22	18	18
UQCRC1	1	0	0	0	20	1	0	0	0	22	18	18
YTHDF2	1	0	0	0	20	1	0	0	0	22	18	18
ZKSCAN1	0	0	0	0	20	2	0	0	0	22	18	18
ZNF319	1	0	0	0	21	0	0	0	0	22	18	18
ZNF639	1	0	0	0	18	3	0	0	0	22	18	18
ZSCAN23	0	0	0	0	19	3	0	0	0	22	18	18
A1BG	0	1	0	0	20	0	0	0	0	21	18	18
ACVRL1	1	1	0	0	19	0	0	0	0	21	18	18
ALG11	0	0	0	0	21	0	0	0	0	21	18	18
ALG6	0	3	0	0	15	3	0	0	0	21	18	18
AMDHD1	0	0	0	0	19	2	0	0	0	21	18	18
ANGPT1	0	2	0	0	17	2	0	0	0	21	18	18
ANXA5	0	0	0	0	17	3	0	1	0	21	18	18
AOAH	0	1	0	0	20	0	0	0	0	21	18	18
ARRDC4	0	0	0	0	20	1	0	0	0	21	18	18
ASB1	0	0	0	0	20	0	0	1	0	21	18	18
ASPHD2	1	0	0	0	18	2	0	0	0	21	18	18
BLOC1S5-TXNDC5	1	0	0	0	17	3	0	0	0	21	18	18
BRE	2	1	0	0	16	1	0	1	0	21	18	18
C14orf159	0	0	0	0	19	2	0	0	0	21	18	18
C21orf91	1	0	0	0	18	2	0	0	0	21	18	18
CBFA2T2	0	0	0	0	18	3	0	0	0	21	18	18
CCDC68	0	0	0	0	16	4	0	1	0	21	18	18
CCDC74B	0	1	0	0	18	2	0	0	0	21	18	18
CD209	0	1	0	0	18	2	0	0	0	21	18	18
CDK16	0	0	0	0	19	1	0	1	0	21	18	18
CDKN2AIP	2	2	0	0	14	3	0	0	0	21	18	18
CDX2	5	3	0	0	13	0	0	0	0	21	18	18
CHKA	0	1	0	0	17	1	0	2	0	21	18	18
CPA6	0	0	0	0	18	2	0	1	0	21	18	18
CPB1	0	0	0	0	19	2	0	0	0	21	18	18
CPSF3L	1	0	0	0	18	1	0	1	0	21	18	18
CRAT	0	0	0	0	20	0	0	1	0	21	18	18
